Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
25585,72107,460,192,62705.562187237694,2490.7261098558142,486.5726388426439,411.30320786693056,1323.4335760371928,83.1620488286427,484.16091543279924,927.6896981310246,405.74429113018806,251.5059873772722,385473.5445807089,763951.8568040502,647212.5846804478,552388.8739740851,377267.2278793026,5890.015518167035,453634.449207857,53421.18607654589,963792.1896740594,400486.9323920939,244439.36959553292,172097.54949740975,112511.33075946651,964839.4528791036,818981.0286732928,137738.65289259012,0,1,1,0,57,632,258424.52543248708,827000.4980097876,286.5464649134356,509.23911113541055,460.2978588413154,383.4974673274783,354.61502744956755,1,0,0,0,0,1,0,1,0.6828011021055658,441.52837533869655,1119.5420902076896,592.8818126745518,111,26750.59143002645,36496.77503010784,13815.93211875276,798626.202407654,585289.8565328438,899970.6671488931,681,834463.7289178428,924,494782.34101207694,31715.193108261643,6437.7480728788605,809,1308,245954.35106035168,493082.9306641025,786757.9150481701,28818.310054201436,177877.83909685674,846397.4014320611,706022.1134328976,406377.4869633653,BENIGN
6831,25025,927,780,35047.07373848954,17341.994934674887,835.0181078319633,66.00700790343478,1257.3351123445677,16.410368648388353,1141.4939538047245,258.328014628158,616.1029687696894,409.9452498772733,224369.94378265762,633000.9321765264,936363.6720179725,71655.460617993,154052.79709049436,831673.7058261004,35385.531849319916,940969.1689696701,916695.5770747422,922208.571813072,100061.988390998,752868.2084145987,222098.61487255778,609311.1313375285,843032.5744083304,632243.8855151183,1,0,0,1,422,641,878777.3670031565,828679.1194107832,140.82706084908102,450.2019732016205,1302.6206701128724,224.6799380218349,273.0712592111387,0,1,0,0,1,1,1,0,0.21519235859705832,916.14073156135,1292.436344257512,498.92136245390583,763,297541.53869274835,139620.16605158412,951647.6746432156,753958.2527867454,746416.1159338322,24429.68063701323,510,517304.951050533,897,159277.91674867796,24519.698062354582,26953.85792238211,861,1013,796161.4546058482,290330.1013825213,481502.74488335144,893969.5188875122,342831.67023702,57752.90350210527,723727.4187407622,180212.47367192307,BENIGN
22112,10728,140,79,64228.91472543136,58621.354453990025,970.7484565958654,797.5292266268215,1003.1834849780316,356.1938246657034,853.798767067223,73.69352940570518,279.19328505567745,62.09925070847372,30643.30928622161,177941.86909886944,783890.7317116847,92908.9359765245,272307.6425017199,224378.6854500026,952211.9609470202,342295.410102593,679314.0506924101,472492.78841010545,31835.17196269514,52703.40355393111,169197.12642971106,877640.5868246637,942893.7576975964,641475.3176973233,0,1,0,0,529,820,586038.7300792285,767964.7914106079,1129.6107106077131,613.0661413153116,547.9624382543035,158.69583865596297,160.2108962491105,1,0,0,0,0,1,0,0,7.185951408698075,97.2533954660073,1436.0527923323855,129.47086396408648,1059,656921.4241744272,244612.00674016093,260209.96603829227,293364.4335832688,15615.285678536427,558677.452601809,15,594736.400391885,320,601474.2158760207,11055.278986162923,53393.55238663451,834,878,11227.86677033849,552378.8041068622,233374.67042061512,979619.6264422704,83372.90395381291,447713.19605837326,374298.9354651202,664287.0472171055,BENIGN
3961,24974,863,721,23975.783399606982,8093.511142593488,1249.1591594643378,47.49653431621598,55.05523908693555,7.174464068663622,1103.1340069902092,945.6472213226542,721.094924632792,5.345631793320704,821268.1377617437,913221.6288701745,730380.3829462792,128146.37859079691,350192.2721278452,347049.6856588821,950074.1605134708,15653.578222334041,16333.69784394767,47484.51595642078,428970.2654861968,636337.1134791177,609910.6744861453,569359.6505464666,699274.0011420568,152709.9078352947,0,0,1,1,393,195,994839.3454756056,615760.9309955521,836.0780000754132,185.11898158930944,899.4317650141555,365.7991725965341,300.2389391054894,0,1,0,1,1,0,0,0,6.7774449662875424,1181.0815731814082,262.55509495687494,1223.6302503025727,778,6109.093764053441,356388.4977751677,324048.2041707693,204753.11512346784,647114.9273309538,883014.7109286949,428,713660.3515596598,779,991743.5330964826,6409.1152229095915,28972.208383880763,922,281,455066.483404086,570460.1458823304,954253.7214225106,754354.5742228107,209570.51330094013,835287.2835419492,149104.47732009614,186746.22991389045,MALICIOUS
9432,51886,75,608,52430.4203226199,29551.22248680229,814.3584090567881,1013.8572025241257,1092.1819415740065,358.57066173493547,890.7214465135849,1122.4934882587759,1356.800421522334,393.86208593480933,775244.0628456281,857423.4109350654,968214.586372594,210400.8765612846,644720.3494290233,130196.62257570686,451833.75822692097,325806.7389165975,121332.62817330615,304030.3778191363,330719.91611562023,631848.1070347795,268024.93889823864,607719.4027062297,744881.9299843532,862390.7093075702,1,0,0,1,829,526,370409.74747238134,66791.43620247574,1166.2433145616944,1221.7044635149575,435.68266440819394,397.5211305536968,360.9631200040989,1,0,1,0,0,0,0,1,9.650172497668004,1461.456462459439,321.4378172341563,482.26331218873787,1433,207641.12791140587,384193.19144712517,730662.1417680439,749277.1025235148,555077.8443384252,672470.3138333508,107,989124.2826878835,469,619823.5833255745,37294.02863397671,24456.377930597046,505,191,769621.9517539926,819654.4832636892,20528.679060398015,805649.2652842031,711725.6450407404,496607.97439928906,875770.4302076388,197760.23892696536,MALICIOUS
49175,89688,382,746,26255.762028564313,63071.02809416806,1009.0614766957699,1018.3486856915225,355.50075007934777,372.1103820756154,1354.2573543432457,1224.0000357428157,558.8548353501492,75.25846119790297,668061.1612821068,763637.0516513123,507628.5390306561,833483.4273927687,605712.0915013748,645478.5651585341,534509.9154923874,543716.6970403345,404065.6970321747,704884.8485118385,666733.9394758279,542893.2928899562,607431.29620527,531634.7412358095,716612.7737562729,86805.06142393773,1,0,0,1,1343,502,54344.12065786609,265077.92532812577,1470.5214855928414,1329.4585484195877,89.4386515122641,220.47850681203036,201.09976730008898,1,1,1,0,1,1,1,0,9.637048595751455,1131.719089534352,1032.143670293667,493.29076427094395,1088,315307.68845235533,852903.2996005956,114789.54789451635,910983.7156829591,23344.870203340528,425301.4507331827,5,851601.4073810338,924,601939.1698569369,64434.907445040146,19303.46469997267,562,461,82384.98294457741,811152.9324248281,809577.599194691,848862.4038095116,437561.15830114693,139716.68849626073,554081.2709204227,104264.03173778942,MALICIOUS
19345,89945,470,395,45962.11162412896,37631.46267963159,924.4577587717898,1457.847660727647,353.15771800288655,365.30194518947883,343.4117176025614,1303.9473289796247,1232.0050576848441,362.2152088539194,471788.53822642285,129159.66751348617,13146.068663652533,367184.2205827208,484507.59798110585,870219.6012446195,316166.6218329572,492823.8809470482,534900.8881951101,562988.9952851691,55530.88592164745,682323.2449274948,299317.25489878026,881167.7834640618,360791.797401809,867089.8447644652,0,1,1,1,317,67,930106.8056488396,597889.6250841196,310.48056388796545,168.35234773396152,125.67717042982135,230.14517511445482,454.8875955214926,0,1,1,1,1,1,1,0,7.637931423408392,1177.9679546674115,614.6114773664666,964.4078517436257,293,597356.2054700021,846403.0489712068,312069.6186586891,241439.5920492509,190287.7679131665,594606.9600008862,349,485740.26652799494,286,101524.99326885788,25942.24428041508,32481.502238630124,515,311,531710.9737650137,204495.04731851086,488127.7171474966,490221.6285702908,166225.176708227,587336.3980498435,347906.37312450045,288961.80147588346,MALICIOUS
21856,6120,533,65,2741.6332315586665,4744.407975036207,0.05292912725041177,185.24373275825667,1100.3469638714919,495.6659766087405,1268.3626160327608,289.40372864473125,1321.5848341470873,396.706994068405,564145.8421809026,640869.3426899847,650922.3993283362,858407.3649115586,308721.89121375093,91328.31944094533,935104.0329516844,474669.58090673515,433282.22917359247,304769.49189582095,453524.0244219247,996606.463006427,193767.9570741242,36104.507242016414,743482.2038419122,96581.49399452654,0,1,1,0,1471,582,133372.13821709593,405184.48290803574,903.6846962159807,764.8519720990456,477.2910383896246,166.28157661357494,399.3535411709987,0,0,1,1,1,0,0,0,7.1644433204874725,464.1893107341632,377.797056931243,600.7491044863635,37,390510.9010831467,500574.8759594707,329312.08350124117,632976.6622508242,597995.4384758906,779144.0378192813,491,13842.257703501004,288,681407.3533566031,26291.62854266875,5975.275011107582,18,1005,61416.42060210551,282240.9064842134,194817.32905875237,666314.1752482288,834142.4533859155,344742.03191044286,700249.0293149041,744774.7724722867,MALICIOUS
62356,55954,525,346,32213.69450704052,38395.88301512662,714.6759046017099,492.2293162125263,529.4575947948834,379.139320425977,929.3130236417296,594.8104072126495,203.01620836370665,281.01557530317274,786547.5557448108,769177.4748562289,460026.46590974263,508133.4258467314,619489.0505336161,53890.04634784933,287106.46215396177,985489.3327242123,953588.5176207422,261124.5103750045,239085.7918080057,52201.78313143653,128671.21545360172,697439.1131696892,407197.6056553493,332828.4082414995,1,1,1,0,641,160,980108.6687720706,108191.84269126659,892.0120248295246,1155.685804032516,995.5799303135027,433.61994112017345,3.482759584969408,1,0,0,0,0,1,1,1,3.3543202872260327,13.445772444117821,1459.0016440070824,16.782205349596957,251,419134.17654692306,822886.91577284,353333.72076915734,579385.9735012018,399468.1441400679,458465.87304095534,153,804467.2446086009,502,214001.10208255608,8403.982376594871,52842.19743569627,288,543,565683.4206038412,153853.5454081086,143656.02288983902,354802.2250365712,13739.123119013486,359756.6443618061,201738.6275819354,426613.99061662477,MALICIOUS
31692,60077,575,634,21881.880012631118,26027.022014967864,939.387821448292,347.66606754761375,379.530308926851,305.6663740781485,1430.1572959756497,1034.0420893754747,872.5623651007833,179.41736611161292,18914.218912055247,271870.2326031214,419586.67303184513,66354.55750191987,259186.81193478598,188315.99389660748,557711.6933691592,976392.4272271121,116621.7066700681,80345.09609824614,48015.34600870816,163319.72663269966,991162.2310265438,362813.37370420084,746951.2124910892,326029.36869594303,1,1,0,1,768,842,119748.54095963738,861682.6657634834,157.92037989299195,462.9173480529653,331.6454887529973,430.06486391508713,417.7192122614421,1,0,1,1,1,0,0,1,9.499304002332854,752.4768605799617,501.94105454845965,1474.5452322213043,463,467361.74246013706,257495.17668660948,964311.0232502585,699079.718605895,72947.407514804,198140.26558764908,344,55774.570366276086,793,791515.3273548947,8820.023152430278,47899.97381404388,298,196,858506.1722201217,195859.24775136853,325132.5740608922,572394.71169494,437010.44419031776,576999.7189788183,138024.5493695722,722158.6377025009,BENIGN
27054,44251,399,75,10040.071215559357,60092.76242141257,701.3945250490631,42.295203526293456,1402.561105796969,303.5238072279241,280.01695301286134,1424.7413396169943,276.228563256975,307.89414064553205,248945.65705881087,790909.5648897827,992724.9483092218,311796.34641253616,361646.0393056512,348989.07151819294,213705.35885490428,506666.3152195636,391013.39145024837,774422.3471994221,135249.7993810713,345128.5242388249,606610.5116755615,301853.606027223,503113.7807696755,600123.008336417,0,1,0,0,1422,395,159555.69606388232,860279.676204103,156.5636442677244,57.486983108389566,298.875532237194,147.40715540416488,294.90126000282004,1,0,0,1,1,1,0,1,7.585353543009662,1279.1940042605163,287.79011324971964,1175.0781369533925,1155,768214.0789649383,873204.0816718333,564239.5977409254,984973.1812427522,377700.7653166994,460926.8472453884,290,484119.65318172565,440,835184.559962594,13210.983352876165,34878.46352367805,40,522,255010.40829182754,680692.4405778584,184771.34837511243,272963.0435847222,940699.7575805931,627582.7186870815,208838.90559408235,702056.264606844,BENIGN
39232,41650,917,602,62871.98578627491,57771.69657612306,653.3349661479402,1277.8508493245245,112.42600203047287,88.1276269104565,1188.8033356344085,374.29941943176175,134.13177963271826,489.5924710287046,80312.46725979146,21038.253920952488,343797.37079447723,367177.2876319114,508321.022325515,97654.34341306955,737116.6687589904,901078.6739850383,891755.9927968214,958446.4457444564,317011.05758910574,894015.2368665232,5328.528570760937,233696.2693055692,893397.30360987,727380.4989386383,1,1,0,0,648,1181,987208.9142511332,159817.51282766066,774.008507536431,638.7589933845998,1465.9214745006645,80.1018552172923,184.94804754985665,0,0,0,1,0,1,0,1,3.851932026557839,233.4524484494906,334.223631369376,1478.7156598086788,1333,686424.7016799343,13172.415993070064,701860.703212645,347718.8876657183,489279.79395833245,569646.079827718,937,626138.9132872844,172,858786.419843156,15436.075255105714,9145.324015282551,785,1211,276847.84533327544,958180.2692103928,262652.0175606851,302700.1658490669,776152.4385593891,265006.980958997,792439.5211168594,106057.33637845061,BENIGN
14410,85590,750,605,28647.62351350884,21412.859595720343,753.0942815013449,424.0088115631707,701.3645101385439,287.477257415285,812.6935102693707,1351.1624657615073,15.060518198453554,84.82767177398587,121010.47819578226,986869.8447833111,407423.6115453731,400957.5424332553,414463.36566498276,98022.94985179327,676486.4926010541,50694.886523115376,981915.5228198689,246807.63488159198,675566.8614610923,532306.5325934908,180669.60713445192,482558.6654439747,566599.5633957352,909529.2976963707,1,0,0,0,1473,1307,771073.5182632878,127679.05966124804,1272.904199771843,190.6407574683623,114.41334534444341,274.14813454360734,42.885933898978436,1,0,1,1,1,0,1,1,6.487442687956309,427.94515291294476,1211.0882452564697,242.34360417891153,851,108323.19479848752,885353.8891412704,630783.0622136621,89565.12041084107,737398.6065024649,905241.6644110744,282,840277.2740684908,115,787225.0908515205,26626.023071331692,22786.59735664333,277,322,9058.97372490183,622540.2216242583,877390.2178246024,151339.47480751763,140887.38518304745,370477.56146189827,131974.26652843924,656363.067122688,BENIGN
3138,99713,934,328,48846.09395115678,20374.04823808214,852.0553945556699,1227.287785283908,389.35086818793144,226.60880270150136,779.4443945125676,966.6182694080422,313.0343100000659,311.0436337946937,524719.669079465,972650.6483152288,458150.2058797847,407015.72967161326,355561.8460920093,351495.4039424381,471135.29551375663,687276.9020835916,972360.0450142903,465940.1744660696,968180.6959680218,284858.5054447864,414963.12388910196,854576.5529873781,445222.82212258637,430068.7227384783,0,1,1,0,880,709,892770.7221047755,93987.20146334005,1115.5010637274029,550.9149564829913,35.20421626134085,370.6195154120735,91.38483981869949,0,1,0,0,1,1,0,0,2.4422799529896464,491.47002188973,399.5996605782436,471.34803770567004,381,330175.4338557416,780922.0410634221,479485.2852749326,440407.94125745806,836187.0133830863,735204.9618417345,636,311233.6854354689,916,893609.7906738253,25363.16367943469,58302.20486576135,375,1419,449860.03836490173,376249.5737007866,675528.3481210958,545645.6483839381,258633.10732748223,538793.4155120471,113136.301253554,810713.2917248717,BENIGN
59141,11302,989,274,53500.55985749958,53515.931323149074,1053.2351518729017,463.8150978137373,1472.9502121391242,200.9611868705471,1128.481566082798,312.2015155160419,1024.304982679983,444.012573379999,175225.8167541042,676137.5303291596,287436.2039377978,185720.78539233006,933700.8641284627,432483.39002284996,365056.72359220573,340849.6518959875,451772.48292063334,142004.95269593483,99444.4891536831,667282.9475573999,724819.9969414624,402050.22961602785,151681.81249900538,710392.0211195569,1,1,0,0,870,1156,563008.0665341547,97127.74796303647,232.02842892127802,380.2805886658069,118.9248741629636,298.750318367744,51.064195150356426,1,0,1,0,1,1,0,1,7.291119719623602,1497.6928373986514,637.4126115682168,683.4709534029354,707,589723.7050122246,186115.28116532238,735590.5110634844,168299.39972857854,83964.92675217848,313597.0749270672,714,90744.4470999722,195,61704.83358630052,38675.84271450864,54983.2848121512,730,1492,547218.065200159,370529.5710939194,635052.3836564108,868837.8601147191,831076.2212317585,65345.776104295706,546839.0556405823,175408.7480147287,BENIGN
22981,30066,175,29,601.7903915903452,59871.216834950734,290.1900589263699,954.3660818843314,615.784985759402,32.29755140072066,511.6865046102527,856.8014207162404,324.8784441348317,425.5083186658845,831653.8070663792,960714.2796062327,34882.43700926574,323121.25595384475,213402.0592004494,958794.1379349774,229248.87010282246,488641.20733247354,896656.9227554839,971048.6091122997,42411.624083043665,990459.1642077122,22099.641306321806,902485.7455433926,905164.8437085387,176836.30712632116,0,1,1,1,1032,1191,801.2261380403452,998553.6895765779,67.0359693033819,1125.4184195239802,465.8893743022062,156.65101142014697,112.70218905834184,1,1,1,0,1,1,0,1,6.139827076172883,749.5732096992693,985.8433937199713,1493.2667444814392,287,876944.0372434724,341250.2842878402,559755.2191248245,478490.8857879422,2570.7178184167788,946327.6210826732,823,747334.872517219,331,162393.2390005446,25743.15422914313,62228.80153772219,368,562,57558.52175893272,302370.2131562105,930409.0496267541,331566.0917002937,125125.44868054465,448821.3809161996,370974.54772943805,972417.2131649022,BENIGN
3046,51516,959,377,52704.773505814774,4272.943238009635,1158.0001344085256,561.7489164737418,752.5527497453857,187.16725182187756,884.3805532149422,1455.1081422648647,68.368948527539,28.901144746973195,367181.6242966703,87218.82319881035,798486.4624157938,500904.0771071013,749250.8431477854,812741.3159562997,393959.95248124935,357872.07537774823,257213.21240950478,210426.83570212306,319158.41077343334,847975.8552167659,105968.97431741403,679057.460626272,550570.0784665032,56386.88704350703,0,0,0,0,795,514,431577.57825150155,177077.92912138175,853.0227240829123,767.5306218644268,1184.3322519634273,403.42865448583433,14.130705493260344,0,0,1,1,0,0,1,0,4.601260704711474,1493.5887586653162,1206.264222632298,1344.6056489736382,126,441040.1745951781,862458.0006364699,143510.1360292367,209656.08339671782,203556.4008320425,666292.2109378537,184,831206.6876820973,44,576899.8637168986,17062.45863109584,31065.900723776485,832,1396,711471.5407260688,836927.4304433368,188525.64915909208,347935.54057995067,519174.2628884956,597320.1693603519,998564.0614554635,996156.6046843181,BENIGN
11747,55380,433,195,47214.92370008001,48325.01692400995,1110.4162205846187,1393.921052246336,1315.62781956324,297.6242840590882,1410.351400324405,246.0071285736238,576.2873604916268,410.28371641094867,658340.5771062945,378837.9828746663,272686.119810491,825605.2646539379,572163.4334626704,879613.0061556376,49187.6198533614,173238.10417508322,632036.386976345,79954.49617706607,359772.3038477333,642217.0819707202,33836.62468931736,256545.38961487194,836925.242053161,15955.34220693251,0,0,1,0,294,844,606823.5589640436,562895.5597265182,1070.5722369211205,1230.7647278317318,448.9691796243136,293.0816750115178,409.36557126375465,1,0,0,0,1,1,1,1,6.279061211345511,1033.4665097877976,338.2966945138291,1405.927724369319,1412,742007.2915308343,476394.3374794218,601695.2720676374,68813.64805610657,16013.582324556408,859067.6899153545,122,631580.6870639967,732,394999.0111106797,26836.923026758195,5922.988318880151,283,606,601364.2469902593,346855.3016345648,285106.6182009474,586244.4327324248,219425.29600358874,26944.97610477753,172994.80676921498,169830.9518263168,MALICIOUS
24770,20832,154,194,12424.377777266567,12433.0529875343,467.36055922174245,1098.9925112448313,899.2756220702107,247.64179964482997,1345.7742814086232,579.3042296890455,66.70441987449355,301.3283458811949,320099.4196490633,740296.4071860977,703200.876597873,68996.42738216127,754581.778679319,475586.33494686463,559590.6776003996,999320.1951700001,287953.8257570803,212892.28894401656,131443.81422315765,191527.61357136205,370018.2375079104,919345.9860646488,714164.2655659792,51945.186242575604,0,1,1,0,379,925,87253.75337566188,651665.50125586,1073.4142681537992,434.9228240765618,328.79854040243725,0.38225658055468514,125.90993302656861,1,0,1,1,0,0,1,1,4.64241859662967,352.2831929117822,835.3074029771028,1229.3763639633914,244,64503.05586542959,151256.55391692973,787124.9820100062,137894.4434096494,79461.88423260425,425045.28151549835,802,675421.6417435803,512,510957.2998810536,21703.67512899108,32951.20582266986,386,1155,540520.38060552,3777.4300637373194,549823.5017727878,225603.91426377103,120529.68339042502,710238.4724824782,242389.1480917846,193770.08328603185,MALICIOUS
39280,96891,57,905,55487.97539472088,29517.39856170594,865.0043057578613,930.4648354171333,43.82011445308698,323.6582627684791,1460.9150019751849,1276.2085331059427,68.31441608148702,59.03462339253923,294210.70267871075,553558.285949083,499457.1328262607,939393.9065284821,966219.1483588266,688946.1113168827,655537.2082497755,340428.5267175515,755832.8658743248,245171.63920781604,361998.05236501736,903496.2985956181,283627.84040718246,329751.3239504474,692489.2025467304,559619.568566235,1,1,1,0,242,1431,21301.028814368015,660088.5555704877,840.1238111192454,990.5901062606683,104.2535409987559,303.98784495005935,343.6935214477566,1,0,1,1,1,1,1,0,5.891300400613888,1176.1921723583023,436.8542164643717,1220.2077681799358,561,329982.39119129325,639678.1694883115,640546.2566662495,496219.61683192704,276461.07108604454,582561.8876842052,27,917189.9290371081,776,145630.01655202924,63340.749810838955,21978.049241969144,289,1111,209671.93331852628,431716.09488538577,865609.7024803711,178905.40734036287,564185.7976735092,334172.054665592,503500.1956877245,469832.5613808241,BENIGN
59798,33918,423,966,63678.42958222247,45111.32132478473,1028.3264466180494,1371.166596866511,855.3415707817535,45.788066499047595,1179.5721024519862,216.19222236232045,237.33527476526461,10.342673470475127,810523.6655454371,136631.1269517183,920530.2578330747,602427.0999563971,586334.5449144727,667176.3824846982,474768.22594552115,778761.9167723702,420223.82998244825,463835.40359889896,609943.0233112094,443610.7892609802,833520.1243339956,67735.13140366715,936322.2855836548,327265.2982668085,1,1,1,1,1407,143,699256.8747852993,791902.0208586564,698.1475398079192,691.9811673933574,1379.1384230840902,454.48309366492566,204.72860125583193,0,0,1,1,0,1,0,0,5.963024229839371,251.3217766342075,1015.4296847660094,1017.631787630871,379,27057.985263215345,328919.4457858706,226503.7536966069,334718.39098681975,271469.1414824344,666439.8265003789,187,4598.849866829347,28,693186.6785048632,22396.57837690633,6508.128322640904,817,468,846107.078842544,712769.8559577538,202328.19087980446,841741.5558437356,523574.57432678546,859385.6230701522,311479.88667458383,907646.629214908,MALICIOUS
18345,20989,611,47,32988.628728484655,32440.110183338093,1075.8626442482773,821.0202710331469,559.5012875501714,98.90183013544862,482.5907363737612,578.9218754906273,1472.5362203886716,252.76125083622847,152084.34721559405,88355.86634660153,784736.7872498038,591706.0220790223,818354.88180198,550837.8924308328,84737.43435651393,445004.60713490134,383515.75549684104,793459.5554688387,935425.7190465996,33930.591161100645,921643.2330814184,513279.00198270474,104074.44278885191,860354.0237422364,0,0,1,0,555,462,54707.24770530122,91628.7511821372,1015.4747911961034,602.4068020598,1250.8959516480986,357.3070189654379,28.257340130261042,0,1,0,0,1,1,0,1,5.533103110212209,1284.971070993574,592.8729787147578,239.9610128033268,1281,790698.2651424228,630520.8266098145,471378.66357716854,114039.2538189654,504305.19905380975,844224.3514164183,417,920992.1617861271,718,95915.1799782575,39516.17542896724,41782.180555540464,978,929,74364.10794557624,420326.8178168996,979922.4245246688,204905.38068331432,498599.145070589,950114.8264710776,572458.5828322795,816971.2479309816,BENIGN
26230,89414,330,634,42030.50454957979,766.0497637350267,358.873016764393,384.3601378602661,1350.2368126700985,204.0220891653664,488.9510855090889,230.32481226548768,525.0248453538126,332.92143625354225,549660.9506742338,766028.003925101,697511.5172125289,38963.81718398167,428470.41571548564,98948.29578347364,807996.7088371434,318129.8836564356,300186.93207338796,168025.03446523665,113585.68918806,569931.3091756131,639450.9642051221,52568.87561771739,116753.71620209329,724079.8864233835,0,1,1,0,912,192,428699.41883753426,94498.07655510101,1210.4517003025594,1348.0576627926714,609.791460512458,76.32381282751084,298.5414713195639,0,1,1,0,1,1,0,0,7.300261882354201,300.0838468756515,1137.0051973313814,281.98861154411077,1127,681763.5478138538,263670.6248256908,381782.6744139394,526293.1757675189,646820.447489853,929302.5603902667,446,584345.2449805368,306,700989.5249011891,291.2598533956005,7431.682879072223,730,1028,240045.74758629582,641955.4600580237,511743.5166845914,829508.322648193,321365.6690897849,836600.363377849,246001.55623400744,135964.85290545478,MALICIOUS
10192,15951,183,301,48882.79961463964,17672.129890191933,759.6602308385383,1354.813193893765,1027.4439080721054,278.27503749126265,750.9893993079114,865.6921623812555,208.35520059588762,391.2410571613967,187024.99857243337,161831.08308216676,472224.1612652094,583277.7782085806,615406.7033034367,74467.07500950711,841625.4465827318,653168.0214966554,87696.72523275585,634059.6063813248,579310.0909862517,608335.5540186546,736305.8638524606,571182.5152218948,128426.15676957459,532764.6377101191,1,0,0,1,1131,280,914957.7313480913,65149.51910599331,1486.129474369861,1484.1050529847196,1301.8302491266156,38.34720274278142,399.7678902220065,1,1,0,1,0,1,0,0,7.8028236019689,1026.38116213693,1122.0773909519976,581.1265440006248,788,384687.8495956352,152979.90352346268,783180.0476290834,730547.4808997021,662087.9454280946,132028.19386722587,206,391110.3796760486,377,190658.16519374866,3292.2190864721542,32333.06517833627,908,75,287636.1260967593,285838.043057142,484487.7348883185,193325.0756237983,63423.58080250876,156870.16641129315,437752.3257632119,237551.91220192183,BENIGN
18871,38407,300,491,7739.857548031594,54739.21899133318,21.063903317504963,1354.8001227723323,699.4849866199297,288.7356122942194,1139.6166285416027,610.0549262752177,959.8272075255444,266.03939185281035,189534.18893270014,664113.9464344486,196607.84652378748,630491.910632138,623781.7161445994,820234.1285339388,573981.0908425698,855978.0602822821,601327.3673118618,342784.24948504905,13364.536882808254,698393.8231125525,975559.3334533453,365718.0345655943,55043.87450860193,984275.3669330835,0,0,1,0,663,1117,770180.2837368981,913131.1444825367,120.3696972961154,898.7959286920461,475.5598672924973,243.90428955059113,457.04907948639544,0,1,0,1,1,1,1,1,9.41650370432695,310.3290929875945,605.3367584637288,1360.198563362726,721,548542.8528464849,436001.3308397761,30752.451244654312,44900.701515730114,518880.90328568546,208012.78949921686,91,852563.5297055317,559,931250.5297580305,55300.537820245,38408.75137623816,447,1324,567123.2780454047,8450.323153218364,814544.2689708724,67510.41694472037,980626.9124994108,432627.45862625464,995195.3956574369,380277.7145531198,BENIGN
14634,74873,5,992,40011.32596397079,52290.429287884195,719.4233333448921,1015.1680136230901,1182.2501706052249,199.34840397047543,441.3276351714524,674.3265976127932,479.8738883644087,44.94493576968955,420974.54975189763,273984.6959759233,185643.85140676686,743672.8644872544,830721.6182542399,164499.91762053673,312171.82745021465,667293.6398350861,511460.72428477975,542497.481460573,862814.4650712189,501044.52039831923,23617.58356154231,745808.6323571882,855640.0801057346,321326.96096813196,0,1,1,0,1340,449,836693.2690273619,842567.7492244075,61.755832754321226,1013.5890051644386,1347.7873081566488,366.58334839306434,343.4063931003394,1,0,0,0,1,0,0,1,7.861795815301457,1073.20939749047,213.14777789116374,1380.1337915647568,1439,30981.599455667474,939881.2404551212,631120.9260743675,533684.2254674732,226923.89559798987,104456.28322525202,940,766485.5159665957,95,461745.42673197936,48017.25310323671,26923.848218586772,473,161,792646.8054997819,694136.9592163584,560897.8350853261,254517.650494669,392364.81371487863,611821.5940085247,97883.35318036667,212898.6900414578,MALICIOUS
